Anio,NroMes,ubigeo,Departamento,Provincia,Distrito,Etapa,Metodo,Actividad,Insumo
2017,1,21702,ANCASH,RECUAY,CATAC,18 a - 29 a,YUZPE,1,2
2017,1,21801,ANCASH,SANTA,CHIMBOTE,12 a - 17 a,YUZPE,2,3
2017,1,21809,ANCASH,SANTA,NUEVO CHIMBOTE,18 a - 29 a,YUZPE,2,3
2017,1,21809,ANCASH,SANTA,NUEVO CHIMBOTE,30 a - 59 a,YUZPE,2,2
2017,1,30101,APURIMAC,ABANCAY,ABANCAY,18 a - 29 a,PROGESTAGENO,1,2
2017,1,30101,APURIMAC,ABANCAY,ABANCAY,30 a - 59 a,YUZPE,3,4
2017,1,30104,APURIMAC,ABANCAY,CURAHUASI,18 a - 29 a,YUZPE,1,2
2017,1,30109,APURIMAC,ABANCAY,TAMBURCO,18 a - 29 a,YUZPE,1,1
2017,1,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,18 a - 29 a,PROGESTAGENO,1,1
2017,1,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,30 a - 59 a,PROGESTAGENO,2,2
2017,1,30202,APURIMAC,ANDAHUAYLAS,ANDARAPA,12 a - 17 a,PROGESTAGENO,1,1
2017,1,30204,APURIMAC,ANDAHUAYLAS,HUANCARAMA,18 a - 29 a,YUZPE,1,2
2017,1,30207,APURIMAC,ANDAHUAYLAS,KISHUARA,18 a - 29 a,YUZPE,1,2
2017,1,30208,APURIMAC,ANDAHUAYLAS,PACOBAMBA,18 a - 29 a,YUZPE,2,4
2017,1,30208,APURIMAC,ANDAHUAYLAS,PACOBAMBA,30 a - 59 a,YUZPE,1,2
2017,1,30217,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,12 a - 17 a,YUZPE,1,1
2017,1,30301,APURIMAC,ANTABAMBA,ANTABAMBA,30 a - 59 a,PROGESTAGENO,1,1
2017,1,30307,APURIMAC,ANTABAMBA,SABAINO,30 a - 59 a,YUZPE,1,1
2017,1,30414,APURIMAC,AYMARAES,TAPAIRIHUA,12 a - 17 a,YUZPE,1,8
2017,1,30414,APURIMAC,AYMARAES,TAPAIRIHUA,18 a - 29 a,YUZPE,1,8
2017,1,30502,APURIMAC,COTABAMBAS,COTABAMBAS,18 a - 29 a,YUZPE,1,2
2017,1,30702,APURIMAC,GRAU,CURPAHUASI,30 a - 59 a,YUZPE,1,2
2017,1,30708,APURIMAC,GRAU,PROGRESO,18 a - 29 a,YUZPE,2,4
2017,1,40125,AREQUIPA,AREQUIPA,VITOR,30 a - 59 a,YUZPE,1,1
2017,1,40501,AREQUIPA,CAYLLOMA,CHIVAY,18 a - 29 a,YUZPE,3,3
2017,1,40501,AREQUIPA,CAYLLOMA,CHIVAY,30 a - 59 a,YUZPE,4,4
2017,1,40520,AREQUIPA,CAYLLOMA,MAJES,12 a - 17 a,YUZPE,1,2
2017,1,40601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,12 a - 17 a,YUZPE,2,2
2017,1,50806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,18 a - 29 a,YUZPE,2,9
2017,1,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,18 a - 29 a,YUZPE,1,1
2017,1,70101,CALLAO,CALLAO,CALLAO,18 a - 29 a,PROGESTAGENO,2,2
2017,1,70101,CALLAO,CALLAO,CALLAO,18 a - 29 a,YUZPE,8,24
2017,1,70101,CALLAO,CALLAO,CALLAO,30 a - 59 a,YUZPE,3,4
2017,1,70102,CALLAO,CALLAO,BELLAVISTA,18 a - 29 a,PROGESTAGENO,4,4
2017,1,70102,CALLAO,CALLAO,BELLAVISTA,18 a - 29 a,YUZPE,2,2
2017,1,70102,CALLAO,CALLAO,BELLAVISTA,30 a - 59 a,PROGESTAGENO,2,2
2017,1,70106,CALLAO,CALLAO,VENTANILLA,18 a - 29 a,PROGESTAGENO,1,1
2017,1,70106,CALLAO,CALLAO,VENTANILLA,18 a - 29 a,YUZPE,5,5
2017,1,80403,CUSCO,CALCA,LAMAY,18 a - 29 a,YUZPE,1,1
2017,1,80403,CUSCO,CALCA,LAMAY,30 a - 59 a,YUZPE,1,2
2017,1,80706,CUSCO,CHUMBIVILCAS,LLUSCO,30 a - 59 a,YUZPE,1,8
2017,1,80906,CUSCO,LA CONVENCION,QUELLOUNO,18 a - 29 a,YUZPE,1,2
2017,1,90206,HUANCAVELICA,ACOBAMBA,PAUCARA,30 a - 59 a,YUZPE,1,2
2017,1,90302,HUANCAVELICA,ANGARAES,ANCHONGA,18 a - 29 a,YUZPE,2,2
2017,1,90304,HUANCAVELICA,ANGARAES,CCOCHACCASA,18 a - 29 a,PROGESTAGENO,3,3
2017,1,90304,HUANCAVELICA,ANGARAES,CCOCHACCASA,30 a - 59 a,PROGESTAGENO,2,3
2017,1,90305,HUANCAVELICA,ANGARAES,CHINCHO,18 a - 29 a,PROGESTAGENO,2,2
2017,1,90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,18 a - 29 a,PROGESTAGENO,2,2
2017,1,90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,18 a - 29 a,YUZPE,2,9
2017,1,90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,30 a - 59 a,PROGESTAGENO,2,2
2017,1,90601,HUANCAVELICA,HUAYTARA,HUAYTARA,18 a - 29 a,PROGESTAGENO,2,2
2017,1,90701,HUANCAVELICA,TAYACAJA,PAMPAS,18 a - 29 a,PROGESTAGENO,2,2
2017,1,90703,HUANCAVELICA,TAYACAJA,ACRAQUIA,18 a - 29 a,PROGESTAGENO,4,4
2017,1,90703,HUANCAVELICA,TAYACAJA,ACRAQUIA,30 a - 59 a,PROGESTAGENO,2,2
2017,1,90704,HUANCAVELICA,TAYACAJA,AHUAYCHA,18 a - 29 a,PROGESTAGENO,2,2
2017,1,90705,HUANCAVELICA,TAYACAJA,COLCABAMBA,12 a - 17 a,PROGESTAGENO,8,8
2017,1,90706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,30 a - 59 a,PROGESTAGENO,2,3
2017,1,90707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,30 a - 59 a,PROGESTAGENO,2,2
2017,1,90717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,18 a - 29 a,PROGESTAGENO,4,4
2017,1,90718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,18 a - 29 a,PROGESTAGENO,2,2
2017,1,100101,HUANUCO,HUANUCO,HUANUCO,18 a - 29 a,YUZPE,2,3
2017,1,100101,HUANUCO,HUANUCO,HUANUCO,30 a - 59 a,YUZPE,1,1
2017,1,100103,HUANUCO,HUANUCO,CHINCHAO,12 a - 17 a,YUZPE,1,8
2017,1,100207,HUANUCO,AMBO,SAN RAFAEL,30 a - 59 a,YUZPE,1,8
2017,1,100301,HUANUCO,DOS DE MAYO,LA UNION,18 a - 29 a,YUZPE,1,8
2017,1,100311,HUANUCO,DOS DE MAYO,MARIAS,18 a - 29 a,YUZPE,1,8
2017,1,100313,HUANUCO,DOS DE MAYO,PACHAS,18 a - 29 a,YUZPE,1,2
2017,1,100313,HUANUCO,DOS DE MAYO,PACHAS,30 a - 59 a,YUZPE,1,8
2017,1,100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,12 a - 17 a,YUZPE,1,2
2017,1,100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,18 a - 29 a,YUZPE,1,8
2017,1,100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,30 a - 59 a,YUZPE,1,8
2017,1,100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,30 a - 59 a,YUZPE,1,8
2017,1,100605,HUANUCO,LEONCIO PRADO,LUYANDO,30 a - 59 a,YUZPE,1,8
2017,1,100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,30 a - 59 a,YUZPE,2,2
2017,1,100702,HUANUCO,MARAÑON,CHOLON,18 a - 29 a,PROGESTAGENO,1,2
2017,1,100801,HUANUCO,PACHITEA,PANAO,18 a - 29 a,YUZPE,1,8
2017,1,100903,HUANUCO,PUERTO INCA,HONORIA,18 a - 29 a,YUZPE,1,8
2017,1,100903,HUANUCO,PUERTO INCA,HONORIA,30 a - 59 a,YUZPE,1,8
2017,1,101002,HUANUCO,LAURICOCHA,BAÑOS,30 a - 59 a,YUZPE,1,8
2017,1,101005,HUANUCO,LAURICOCHA,RONDOS,18 a - 29 a,YUZPE,1,8
2017,1,101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,18 a - 29 a,YUZPE,1,2
2017,1,101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,30 a - 59 a,YUZPE,1,2
2017,1,101104,HUANUCO,YAROWILCA,APARICIO POMARES,18 a - 29 a,YUZPE,2,16
2017,1,110101,ICA,ICA,ICA,18 a - 29 a,PROGESTAGENO,4,5
2017,1,110104,ICA,ICA,OCUCAJE,18 a - 29 a,YUZPE,1,1
2017,1,110107,ICA,ICA,PUEBLO NUEVO,30 a - 59 a,YUZPE,1,2
2017,1,110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,30 a - 59 a,YUZPE,1,1
2017,1,110202,ICA,CHINCHA,ALTO LARAN,30 a - 59 a,YUZPE,2,3
2017,1,110207,ICA,CHINCHA,PUEBLO NUEVO,18 a - 29 a,YUZPE,2,2
2017,1,110405,ICA,PALPA,TIBILLO,30 a - 59 a,PROGESTAGENO,1,8
2017,1,110501,ICA,PISCO,PISCO,18 a - 29 a,YUZPE,2,2
2017,1,110501,ICA,PISCO,PISCO,30 a - 59 a,PROGESTAGENO,4,4
2017,1,120101,JUNIN,HUANCAYO,HUANCAYO,18 a - 29 a,YUZPE,3,11
2017,1,120101,JUNIN,HUANCAYO,HUANCAYO,30 a - 59 a,YUZPE,2,16
2017,1,120107,JUNIN,HUANCAYO,CHILCA,18 a - 29 a,YUZPE,1,2
2017,1,120108,JUNIN,HUANCAYO,CHONGOS ALTO,30 a - 59 a,YUZPE,1,8
2017,1,120114,JUNIN,HUANCAYO,EL TAMBO,18 a - 29 a,YUZPE,1,1
2017,1,120114,JUNIN,HUANCAYO,EL TAMBO,30 a - 59 a,PROGESTAGENO,2,2
2017,1,120119,JUNIN,HUANCAYO,HUANCAN,18 a - 29 a,PROGESTAGENO,2,4
2017,1,120119,JUNIN,HUANCAYO,HUANCAN,18 a - 29 a,YUZPE,1,8
2017,1,120201,JUNIN,CONCEPCION,CONCEPCION,30 a - 59 a,YUZPE,4,12
2017,1,120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,12 a - 17 a,PROGESTAGENO,1,1
2017,1,120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,30 a - 59 a,YUZPE,2,3
2017,1,120302,JUNIN,CHANCHAMAYO,PERENE,18 a - 29 a,YUZPE,2,4
2017,1,120302,JUNIN,CHANCHAMAYO,PERENE,30 a - 59 a,YUZPE,2,2
2017,1,120303,JUNIN,CHANCHAMAYO,PICHANAKI,30 a - 59 a,PROGESTAGENO,2,4
2017,1,120305,JUNIN,CHANCHAMAYO,SAN RAMON,30 a - 59 a,YUZPE,2,3
2017,1,120402,JUNIN,JAUJA,ACOLLA,18 a - 29 a,PROGESTAGENO,1,1
2017,1,120431,JUNIN,JAUJA,SINCOS,30 a - 59 a,PROGESTAGENO,1,1
2017,1,120502,JUNIN,JUNIN,CARHUAMAYO,30 a - 59 a,YUZPE,1,2
2017,1,120601,JUNIN,SATIPO,SATIPO,18 a - 29 a,YUZPE,4,6
2017,1,120603,JUNIN,SATIPO,LLAYLLA,30 a - 59 a,PROGESTAGENO,1,1
2017,1,120604,JUNIN,SATIPO,MAZAMARI,30 a - 59 a,PROGESTAGENO,1,1
2017,1,120606,JUNIN,SATIPO,PANGOA,12 a - 17 a,YUZPE,1,2
2017,1,120606,JUNIN,SATIPO,PANGOA,18 a - 29 a,YUZPE,1,1
2017,1,120608,JUNIN,SATIPO,RIO TAMBO,18 a - 29 a,YUZPE,2,4
2017,1,120608,JUNIN,SATIPO,RIO TAMBO,30 a - 59 a,YUZPE,1,8
2017,1,120701,JUNIN,TARMA,TARMA,18 a - 29 a,PROGESTAGENO,2,2
2017,1,120702,JUNIN,TARMA,ACOBAMBA,18 a - 29 a,YUZPE,1,2
2017,1,120706,JUNIN,TARMA,PALCA,18 a - 29 a,PROGESTAGENO,2,2
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,18 a - 29 a,PROGESTAGENO,1,1
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,30 a - 59 a,PROGESTAGENO,2,3
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,30 a - 59 a,YUZPE,1,1
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,30 a - 59 a,PROGESTAGENO,2,4
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,30 a - 59 a,YUZPE,3,3
2017,1,140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,18 a - 29 a,YUZPE,1,1
2017,1,150101,LIMA,LIMA,LIMA,30 a - 59 a,YUZPE,1,1
2017,1,150123,LIMA,LIMA,PACHACAMAC,18 a - 29 a,YUZPE,1,2
2017,1,150123,LIMA,LIMA,PACHACAMAC,30 a - 59 a,PROGESTAGENO,2,2
2017,1,150123,LIMA,LIMA,PACHACAMAC,30 a - 59 a,YUZPE,2,3
2017,1,150129,LIMA,LIMA,SAN BARTOLO,30 a - 59 a,YUZPE,1,8
2017,1,150142,LIMA,LIMA,VILLA EL SALVADOR,30 a - 59 a,YUZPE,1,8
2017,1,150514,LIMA,CAÑETE,SAN LUIS,18 a - 29 a,YUZPE,2,2
2017,1,150604,LIMA,HUARAL,AUCALLAMA,30 a - 59 a,PROGESTAGENO,1,1
2017,1,151001,LIMA,YAUYOS,YAUYOS,30 a - 59 a,YUZPE,1,1
2017,1,151024,LIMA,YAUYOS,QUINCHES,12 a - 17 a,YUZPE,1,2
2017,1,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,18 a - 29 a,PROGESTAGENO,1,1
2017,1,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,18 a - 29 a,YUZPE,2,16
2017,1,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,30 a - 59 a,PROGESTAGENO,1,1
2017,1,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,30 a - 59 a,YUZPE,1,8
2017,1,180301,MOQUEGUA,ILO,ILO,18 a - 29 a,YUZPE,2,3
2017,1,180301,MOQUEGUA,ILO,ILO,30 a - 59 a,YUZPE,3,17
2017,1,200110,PIURA,PIURA,LA UNION,12 a - 17 a,YUZPE,2,2
2017,1,200110,PIURA,PIURA,LA UNION,18 a - 29 a,YUZPE,2,2
2017,1,200201,PIURA,AYABACA,AYABACA,30 a - 59 a,YUZPE,1,4
2017,1,200302,PIURA,HUANCABAMBA,CANCHAQUE,12 a - 17 a,YUZPE,1,1
2017,1,220102,SAN MARTIN,MOYOBAMBA,CALZADA,18 a - 29 a,YUZPE,1,1
2017,1,220203,SAN MARTIN,BELLAVISTA,BAJO BIAVO,18 a - 29 a,YUZPE,2,2
2017,1,220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,30 a - 59 a,YUZPE,1,8
2017,1,220913,SAN MARTIN,SAN MARTIN,SAUCE,18 a - 29 a,YUZPE,2,3
2017,1,230101,TACNA,TACNA,TACNA,30 a - 59 a,YUZPE,2,3
2017,1,230104,TACNA,TACNA,CIUDAD NUEVA,18 a - 29 a,PROGESTAGENO,2,3
2017,1,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,18 a - 29 a,YUZPE,2,3
2017,1,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,30 a - 59 a,YUZPE,2,3
2017,1,250103,UCAYALI,CORONEL PORTILLO,IPARIA,18 a - 29 a,YUZPE,1,8
2017,2,20101,ANCASH,HUARAZ,HUARAZ,30 a - 59 a,YUZPE,2,4
2017,2,21101,ANCASH,HUARMEY,HUARMEY,18 a - 29 a,PROGESTAGENO,1,2
2017,2,21206,ANCASH,HUAYLAS,PAMPAROMAS,18 a - 29 a,PROGESTAGENO,2,3
2017,2,21809,ANCASH,SANTA,NUEVO CHIMBOTE,30 a - 59 a,PROGESTAGENO,2,3
2017,2,30101,APURIMAC,ABANCAY,ABANCAY,18 a - 29 a,PROGESTAGENO,2,2
2017,2,30101,APURIMAC,ABANCAY,ABANCAY,30 a - 59 a,YUZPE,2,2
2017,2,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,18 a - 29 a,YUZPE,2,2
2017,2,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,30 a - 59 a,YUZPE,2,3
2017,2,30205,APURIMAC,ANDAHUAYLAS,HUANCARAY,30 a - 59 a,YUZPE,4,6
2017,2,30207,APURIMAC,ANDAHUAYLAS,KISHUARA,18 a - 29 a,YUZPE,1,2
2017,2,30209,APURIMAC,ANDAHUAYLAS,PACUCHA,18 a - 29 a,YUZPE,2,2
2017,2,30210,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,18 a - 29 a,YUZPE,2,2
2017,2,30213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,18 a - 29 a,YUZPE,1,2
2017,2,30216,APURIMAC,ANDAHUAYLAS,TALAVERA,30 a - 59 a,PROGESTAGENO,2,3
2017,2,30220,APURIMAC,ANDAHUAYLAS,JOSÉ MARÍA ARGUEDAS,18 a - 29 a,YUZPE,2,2
2017,2,30306,APURIMAC,ANTABAMBA,PACHACONAS,18 a - 29 a,PROGESTAGENO,1,1
2017,2,30306,APURIMAC,ANTABAMBA,PACHACONAS,18 a - 29 a,YUZPE,1,2
2017,2,30412,APURIMAC,AYMARAES,SAÑAYCA,30 a - 59 a,YUZPE,1,8
2017,2,30605,APURIMAC,CHINCHEROS,OCOBAMBA,18 a - 29 a,YUZPE,2,3
2017,2,30605,APURIMAC,CHINCHEROS,OCOBAMBA,30 a - 59 a,YUZPE,2,3
2017,2,30701,APURIMAC,GRAU,CHUQUIBAMBILLA,30 a - 59 a,YUZPE,1,8
2017,2,40103,AREQUIPA,AREQUIPA,CAYMA,30 a - 59 a,YUZPE,1,1
2017,2,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,18 a - 29 a,YUZPE,2,2
2017,2,40701,AREQUIPA,ISLAY,MOLLENDO,30 a - 59 a,PROGESTAGENO,2,2
2017,2,40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,18 a - 29 a,PROGESTAGENO,1,1
2017,2,50102,AYACUCHO,HUAMANGA,ACOCRO,30 a - 59 a,YUZPE,2,32
2017,2,50108,AYACUCHO,HUAMANGA,QUINUA,18 a - 29 a,YUZPE,1,8
2017,2,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,18 a - 29 a,YUZPE,2,4
2017,2,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,30 a - 59 a,PROGESTAGENO,2,2
2017,2,50114,AYACUCHO,HUAMANGA,VINCHOS,30 a - 59 a,YUZPE,1,1
2017,2,50501,AYACUCHO,LA MAR,SAN MIGUEL,30 a - 59 a,PROGESTAGENO,1,1
2017,2,70101,CALLAO,CALLAO,CALLAO,12 a - 17 a,YUZPE,1,2
2017,2,70101,CALLAO,CALLAO,CALLAO,18 a - 29 a,PROGESTAGENO,1,1
2017,2,70101,CALLAO,CALLAO,CALLAO,18 a - 29 a,YUZPE,3,5
2017,2,70101,CALLAO,CALLAO,CALLAO,30 a - 59 a,YUZPE,7,9
2017,2,70102,CALLAO,CALLAO,BELLAVISTA,18 a - 29 a,YUZPE,2,2
2017,2,70106,CALLAO,CALLAO,VENTANILLA,12 a - 17 a,YUZPE,1,1
2017,2,80601,CUSCO,CANCHIS,SICUANI,18 a - 29 a,PROGESTAGENO,1,1
2017,2,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,18 a - 29 a,YUZPE,4,4
2017,2,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,30 a - 59 a,YUZPE,4,5
2017,2,90115,HUANCAVELICA,HUANCAVELICA,PILCHACA,18 a - 29 a,YUZPE,2,9
2017,2,90116,HUANCAVELICA,HUANCAVELICA,VILCA,18 a - 29 a,YUZPE,1,2
2017,2,90117,HUANCAVELICA,HUANCAVELICA,YAULI,30 a - 59 a,YUZPE,2,3
2017,2,90206,HUANCAVELICA,ACOBAMBA,PAUCARA,12 a - 17 a,PROGESTAGENO,2,2
2017,2,90302,HUANCAVELICA,ANGARAES,ANCHONGA,30 a - 59 a,YUZPE,2,3
2017,2,90308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,18 a - 29 a,PROGESTAGENO,2,2
2017,2,90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,18 a - 29 a,PROGESTAGENO,2,2
2017,2,90703,HUANCAVELICA,TAYACAJA,ACRAQUIA,12 a - 17 a,PROGESTAGENO,2,2
2017,2,90706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,18 a - 29 a,PROGESTAGENO,2,3
2017,2,90707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,12 a - 17 a,PROGESTAGENO,4,4
2017,2,90717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,18 a - 29 a,PROGESTAGENO,2,2
2017,2,90718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,18 a - 29 a,PROGESTAGENO,2,2
2017,2,90719,HUANCAVELICA,TAYACAJA,QUICHUAS,12 a - 17 a,PROGESTAGENO,2,3
2017,2,90719,HUANCAVELICA,TAYACAJA,QUICHUAS,18 a - 29 a,PROGESTAGENO,4,6
2017,2,100101,HUANUCO,HUANUCO,HUANUCO,12 a - 17 a,YUZPE,1,2
2017,2,100101,HUANUCO,HUANUCO,HUANUCO,18 a - 29 a,YUZPE,4,4
2017,2,100101,HUANUCO,HUANUCO,HUANUCO,30 a - 59 a,YUZPE,2,2
2017,2,100102,HUANUCO,HUANUCO,AMARILIS,18 a - 29 a,PROGESTAGENO,1,1
2017,2,100102,HUANUCO,HUANUCO,AMARILIS,30 a - 59 a,PROGESTAGENO,2,2
2017,2,100301,HUANUCO,DOS DE MAYO,LA UNION,30 a - 59 a,YUZPE,1,8
2017,2,100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,18 a - 29 a,YUZPE,1,8
2017,2,100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,30 a - 59 a,YUZPE,1,8
2017,2,100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,30 a - 59 a,YUZPE,1,8
2017,2,100507,HUANUCO,HUAMALIES,MONZON,18 a - 29 a,PROGESTAGENO,1,1
2017,2,100507,HUANUCO,HUAMALIES,MONZON,18 a - 29 a,YUZPE,1,8
2017,2,100508,HUANUCO,HUAMALIES,PUNCHAO,18 a - 29 a,YUZPE,1,8
2017,2,100509,HUANUCO,HUAMALIES,PUÑOS,12 a - 17 a,PROGESTAGENO,1,1
2017,2,100509,HUANUCO,HUAMALIES,PUÑOS,18 a - 29 a,PROGESTAGENO,1,1
2017,2,100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,18 a - 29 a,YUZPE,1,8
2017,2,100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,12 a - 17 a,YUZPE,1,8
2017,2,100605,HUANUCO,LEONCIO PRADO,LUYANDO,18 a - 29 a,YUZPE,1,8
2017,2,100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,30 a - 59 a,YUZPE,1,1
2017,2,100803,HUANUCO,PACHITEA,MOLINO,18 a - 29 a,PROGESTAGENO,1,1
2017,2,100901,HUANUCO,PUERTO INCA,PUERTO INCA,18 a - 29 a,YUZPE,2,16
2017,2,100903,HUANUCO,PUERTO INCA,HONORIA,12 a - 17 a,YUZPE,1,8
2017,2,100904,HUANUCO,PUERTO INCA,TOURNAVISTA,30 a - 59 a,YUZPE,1,8
2017,2,101101,HUANUCO,YAROWILCA,CHAVINILLO,18 a - 29 a,YUZPE,1,2
2017,2,101102,HUANUCO,YAROWILCA,CAHUAC,30 a - 59 a,YUZPE,2,4
2017,2,101106,HUANUCO,YAROWILCA,OBAS,30 a - 59 a,YUZPE,1,2
2017,2,110101,ICA,ICA,ICA,18 a - 29 a,PROGESTAGENO,1,1
2017,2,110101,ICA,ICA,ICA,30 a - 59 a,PROGESTAGENO,2,2
2017,2,110106,ICA,ICA,PARCONA,18 a - 29 a,PROGESTAGENO,1,1
2017,2,110112,ICA,ICA,SUBTANJALLA,18 a - 29 a,YUZPE,2,9
2017,2,110301,ICA,NAZCA,NAZCA,18 a - 29 a,PROGESTAGENO,2,2
2017,2,110301,ICA,NAZCA,NAZCA,30 a - 59 a,PROGESTAGENO,2,2
2017,2,110305,ICA,NAZCA,VISTA ALEGRE,30 a - 59 a,PROGESTAGENO,2,2
2017,2,110403,ICA,PALPA,RIO GRANDE,30 a - 59 a,PROGESTAGENO,1,1
2017,2,110508,ICA,PISCO,TUPAC AMARU INCA,18 a - 29 a,PROGESTAGENO,2,2
2017,2,120107,JUNIN,HUANCAYO,CHILCA,18 a - 29 a,PROGESTAGENO,3,6
2017,2,120108,JUNIN,HUANCAYO,CHONGOS ALTO,18 a - 29 a,YUZPE,1,8
2017,2,120114,JUNIN,HUANCAYO,EL TAMBO,18 a - 29 a,PROGESTAGENO,2,5
2017,2,120119,JUNIN,HUANCAYO,HUANCAN,18 a - 29 a,YUZPE,1,8
2017,2,120125,JUNIN,HUANCAYO,PILCOMAYO,18 a - 29 a,PROGESTAGENO,3,3
2017,2,120134,JUNIN,HUANCAYO,SICAYA,30 a - 59 a,PROGESTAGENO,1,2
2017,2,120211,JUNIN,CONCEPCION,MITO,18 a - 29 a,YUZPE,2,3
2017,2,120302,JUNIN,CHANCHAMAYO,PERENE,18 a - 29 a,YUZPE,4,6
2017,2,120303,JUNIN,CHANCHAMAYO,PICHANAKI,30 a - 59 a,YUZPE,1,2
2017,2,120401,JUNIN,JAUJA,JAUJA,30 a - 59 a,PROGESTAGENO,1,1
2017,2,120414,JUNIN,JAUJA,LLOCLLAPAMPA,18 a - 29 a,PROGESTAGENO,1,1
2017,2,120416,JUNIN,JAUJA,MASMA,18 a - 29 a,YUZPE,1,2
2017,2,120418,JUNIN,JAUJA,MOLINOS,18 a - 29 a,PROGESTAGENO,1,1
2017,2,120428,JUNIN,JAUJA,SAN LORENZO,30 a - 59 a,PROGESTAGENO,1,1
2017,2,120428,JUNIN,JAUJA,SAN LORENZO,30 a - 59 a,YUZPE,2,16
2017,2,120434,JUNIN,JAUJA,YAUYOS,18 a - 29 a,PROGESTAGENO,1,1
2017,2,120434,JUNIN,JAUJA,YAUYOS,30 a - 59 a,PROGESTAGENO,1,1
2017,2,120502,JUNIN,JUNIN,CARHUAMAYO,18 a - 29 a,YUZPE,1,2
2017,2,120601,JUNIN,SATIPO,SATIPO,18 a - 29 a,YUZPE,1,2
2017,2,120606,JUNIN,SATIPO,PANGOA,12 a - 17 a,YUZPE,1,2
2017,2,120606,JUNIN,SATIPO,PANGOA,18 a - 29 a,YUZPE,2,4
2017,2,120701,JUNIN,TARMA,TARMA,12 a - 17 a,PROGESTAGENO,1,1
2017,2,120706,JUNIN,TARMA,PALCA,12 a - 17 a,PROGESTAGENO,1,1
2017,2,120709,JUNIN,TARMA,TAPO,30 a - 59 a,YUZPE,1,8
2017,2,130403,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,30 a - 59 a,YUZPE,1,2
